Winery;Year;Wine ID;Wine;Type;Rating;Num_Reviews;Price;Country;Region
M.O.B;2018;5019599;Lote 3 Tinto 2018;Red;4.0;509;9.6;Portugal;Dão
Quinta do Frances;2018;1768258;Odelouca River Valley Tinto 2018;Red;4.0;220;45.6;Portugal;Algarve
Costa Boal Family Estates;2018;4222698;Quinta Dos Távoras Reserva Tinto 2018;Red;4.0;171;10.5;Portugal;Távora-Varosa
Materia;2018;1247418;Reserva 2018;Red;4.0;51;9.36;Portugal;Alentejo
Quinta do Monte Travesso;2018;1233912;Reserva 2018;Red;4.0;176;15.5;Portugal;Douro
Altano;2018;1840663;Reserva Douro 2018;Red;4.0;189;9.61;Portugal;Douro
Cinco Forais;2018;7526562;Reserva Tinto 2018;Red;4.0;64;11.29;Portugal;Alentejo
CARM;2018;1157592;Reserva Tinto 2018;Red;4.0;235;10.95;Portugal;Douro
Quinta do Piloto;2018;2864107;Reserva Tinto 2018;Red;4.0;55;15.9;Portugal;Península de Setúbal
Vicentino;2018;6388493;Syrah 2018;Red;4.0;113;11.49;Portugal;Alentejo
Quanta Terra;2018;1248320;Terra a Terra Reserva 2018;Red;4.0;199;11.9;Portugal;Douro
Val Moreira;2018;7274932;Tinto 2018;Red;4.0;351;13.5;Portugal;Douro
Terras de Santo António;2018;1509887;Touriga Nacional 2018;Red;4.0;73;10.4;Portugal;Dão
Cortes de Cima;2018;73949;Trincadeira 2018;Red;4.0;118;16.23;Portugal;Alentejo
Casa Ermelinda Freitas;2018;1169184;Trincadeira Reserva 2018;Red;4.0;68;14.95;Portugal;Península de Setúbal
Herdade dos Grous;2018;1126473;Alentejano Tinto 2018;Red;4.1;3120;11.29;Portugal;Alentejo
Monte Branco;2018;1183111;Alento Reserva Tinto 2018;Red;4.1;82;14.99;Portugal;Alentejo
Tiago Cabaço;2018;3348910;Alicante Bouschet 2018;Red;4.1;314;13.11;Portugal;Alentejo
Niepoort;2018;8974;Douro Redoma Tinto 2018;Red;4.1;676;22.5;Portugal;Douro
CARM;2018;1151644;Douro Tinto 2018;Red;4.1;1919;14.7;Portugal;Douro
Taboadella;2018;8519255;Reserva Jaen 2018;Red;4.1;497;14.65;Portugal;Dão
Pedra Cancela;2018;1313660;Reserva Tinto 2018;Red;4.1;142;13.05;Portugal;Dão
Taboadella;2018;8609518;Reserva Touriga Nacional 2018;Red;4.1;201;15.5;Portugal;Dão
Arribas do Douro;2018;9118445;Superior Tinto 2018;Red;4.1;118;9.5;Portugal;Douro
Quinta do Pôpa;2018;1502941;Tinto 2018;Red;4.1;85;29.83;Portugal;Douro
Pormenor;2018;2515177;Tinto 2018;Red;4.1;218;14.69;Portugal;Douro
Almeida Garrett;2018;1614453;TNT Touriga Nacional - Trincadeira 2018;Red;4.1;113;8.5;Portugal;Beiras
Herdade do Rocim;2018;2812225;Touriga Nacional 2018;Red;4.1;332;11.38;Portugal;Alentejo
Adega Mayor;2018;1425432;Touriga Nacional 2018;Red;4.1;229;15.5;Portugal;Alentejo
Quinta de S. José;2018;1879348;Touriga Nacional 2018;Red;4.1;50;23.5;Portugal;Douro
M.O.B;2018;6746011;Vinha Senna 2018;Red;4.1;212;20.33;Portugal;Dão
Terra d'Alter;2018;1180697;Alentejano Outeiro 2018;Red;4.2;65;25.95;Portugal;Alentejo
Casa Ferreirinha;2018;51734;Callabriga Douro 2018;Red;4.2;1060;16.0;Portugal;Douro
Herdade dos Coteis;2018;1500042;Grande Escolha 2018;Red;4.2;237;13.95;Portugal;Alentejo
Quinta da Fronteira;2018;4832902;Grande Reserva 2018;Red;4.2;78;15.37;Portugal;Douro
Alves de Sousa;2018;6065167;Quinta da Oliveirinha Grande Reserva 2018;Red;4.2;107;22.9;Portugal;Douro
Quinta dos Termos;2018;1956157;Reserva do Patrão Tinto 2018;Red;4.2;519;10.95;Portugal;Beiras
Herdade do Freixo;2018;4546819;Reserva Tinto 2018;Red;4.2;269;45.0;Portugal;Alentejo
Quinta dos Aciprestes;2018;1248232;Reserva Tinto 2018;Red;4.2;362;17.4;Portugal;Douro
Pêra Grave;2018;1706208;Tinto 2018;Red;4.2;349;11.29;Portugal;Alentejo
Quinta da Fonte Souto;2018;7372160;Tinto 2018;Red;4.2;191;14.98;Portugal;Alentejo
Portalegre;2018;1212365;Tinto 2018;Red;4.2;212;18.0;Portugal;Alentejo
Paço Dos Infantes;2018;9441947;Touriga Nacional 2018;Red;4.2;66;18.2;Portugal;Alentejo
Quinta de Cidrô;2018;1299676;Touriga Nacional 2018;Red;4.2;166;14.4;Portugal;Douro
Rui Reguinga;2018;2073606;Tributo 2018;Red;4.2;51;35.0;Portugal;Algarve
Vieira de Sousa;2018;2756213;Unoaked Tinto 2018;Red;4.2;50;11.96;Portugal;Douro
Malhadinha Nova;2018;1565083;Alentejano Late Harvest 2018;Dessert;4.3;60;24.95;Portugal;Alentejo
Herdade dos Grous;2018;1126470;Alentejano Reserva Tinto 2018;Red;4.3;170;30.87;Portugal;Alentejo
Quinta da Pellada;2018;1328493;Carrocel 2018;Red;4.3;71;57.98;Portugal;Dão
Herdade do Rocim;2018;5988966;Clay Aged Tinto 2018;Red;4.3;126;37.5;Portugal;Alentejo
Niepoort;2018;1216909;Douro Charme Tinto 2018;Red;4.3;253;70.0;Portugal;Douro
Duas Árvores;2018;3619112;Reserva 2018;Red;4.3;100;31.0;Portugal;Douro
Bardino;2018;6631434;Tinto 2018;Red;4.3;71;21.0;Portugal;Douro
Cortes de Cima;2018;1678254;Touriga Nacional 2018;Red;4.3;114;27.95;Portugal;Alentejo
Quinta da Fonte Souto;2018;7358333;Vinha do Souto Tinto 2018;Red;4.3;70;44.95;Portugal;Alentejo
100 Hectares;2018;7889010;18 Tinto 2018;Red;4.4;70;40.0;Portugal;Douro
CARM;2018;5861312;Maria de Lourdes Tinto 2018;Red;4.4;57;37.95;Portugal;Douro
Lavradores de Feitoria;2018;16392;Meruge Tinto 2018;Red;4.4;428;18.77;Portugal;Douro
Quinta do Crasto;2018;1291873;Reserva Vinhas Velhas 2018;Red;4.4;1465;16.7;Portugal;Douro
Quinta do Crasto;2018;1751269;Touriga Nacional 2018;Red;4.4;66;57.8;Portugal;Douro
Quinta do Vesuvio;2018;1222575;Douro 2018;Red;4.5;328;53.6;Portugal;Douro
Márcio Lopes;2018;2046207;Proibido Grande Reserva 2018;Red;4.5;147;32.32;Portugal;Douro
Brites Aguiar;2018;1213617;Tinto 2018;Red;4.5;131;32.0;Portugal;Douro
Pai Horácio;2018;5154081;Grande Reserva 2018;Red;4.6;199;44.95;Portugal;Douro
Quinta do Vallado;2018;5806238;Vinha da Granja 2018;Red;4.6;120;129.89;Portugal;Douro
Herdade da Maroteira;2018;1185290;Cem Reis Reserva Syrah 2018;Red;4.7;815;61.0;Portugal;Alentejo
Quinta do Vale Meão;2018;1142315;Douro 2018;Red;4.7;296;160.0;Portugal;Douro
Adega Cooperativa de Borba;2019;1679897;Alentejano Galitos Tinto 2019;Red;3.3;248;1.95;Portugal;Alentejo
Borges;2019;1172508;Lello Tinto 2019;Red;3.3;139;3.96;Portugal;Douro
Fiuza;2019;1221836;3 Castas Tinto 2019;Red;3.4;160;3.75;Portugal;Tejo
Adega Cooperativa de Borba;2019;1195590;Alentejo Tinto 2019;Red;3.5;203;3.7;Portugal;Alentejo
Conde de Vimioso;2019;1240769;Colheita Seleccionada Tinto 2019;Red;3.5;220;4.45;Portugal;Tejo
Alves de Sousa;2019;1851149;Estação Tinto 2019;Red;3.5;135;4.88;Portugal;Douro
Quinta das Cerejeiras;2019;1200770;Lisboa Tinto 2019;Red;3.5;175;3.5;Portugal;Lisboa
Herdade Grande;2019;1212844;Tinto 2019;Red;3.5;68;7.63;Portugal;Alentejo
Quinta da Alorna;2019;1175789;Tinto 2019;Red;3.5;421;4.49;Portugal;Tejo
Montaria;2019;1168604;Alentejano Tinto 2019;Red;3.6;56;5.0;Portugal;Alentejo
Herdade do Portocarro;2019;2280694;Autocarro 27 Tinto 2019;Red;3.6;100;6.67;Portugal;Península de Setúbal
Grão Vasco;2019;76031;Dão Tinto 2019;Red;3.6;1949;7.75;Portugal;Dão
Casa Ermelinda Freitas;2019;1191946;Dona Ermelinda Palmela Tinto 2019;Red;3.6;954;3.95;Portugal;Península de Setúbal
Casa de Santa Vitoria;2019;8048638;Seleção Tinto 2019;Red;3.6;70;6.5;Portugal;Alentejo
Sexy;2019;1177824;Tinto 2019;Red;3.6;114;8.45;Portugal;Alentejo
Boedo Velho;2019;1958643;Tinto 2019;Red;3.6;51;5.5;Portugal;Douro
Rio Belo;2019;2497759;Tinto 2019;Red;3.6;150;6.99;Portugal;Douro
Conceito;2019;1371568;Bastardo 2019;Red;3.7;169;19.12;Portugal;Douro
Adega Mayor;2019;1646116;Caiado Tinto 2019;Red;3.7;598;4.24;Portugal;Alentejo
Quinta do Vale da Perdiz;2019;1155622;Cistus Reserva Tinto 2019;Red;3.7;335;9.71;Portugal;Douro
Titular;2019;1575555;Colheita Tinto 2019;Red;3.7;361;6.19;Portugal;Dão
Quinta dos Carvalhais;2019;76101;Duque de Viseu Tinto 2019;Red;3.7;441;4.75;Portugal;Dão
Terras de Estremoz;2019;1159918;Tinto 2019;Red;3.7;662;19.49;Portugal;Alentejo
Ribeiro Santo;2019;1573014;Tinto 2019;Red;3.7;226;6.09;Portugal;Dão
Vale da Judia;2019;1656893;Tinto 2019;Red;3.7;73;2.95;Portugal;Península de Setúbal
Herdade de Gâmbia;2019;1311135;Tinto 2019;Red;3.7;398;4.95;Portugal;Península de Setúbal
Lua Cheia - Saven;2019;2024491;Andreza Reserva Tinto 2019;Red;3.8;637;7.9;Portugal;Douro
Fiuza;2019;2080765;Cabernet Sauvignon 2019;Red;3.8;78;5.5;Portugal;Tejo
Rapariga da Quinta;2019;1160854;Colheita Seleccionada Rouge 2019;Red;3.8;483;5.0;Portugal;Alentejo
Quinta do Carmo;2019;90059;Dom Martinho Tinto 2019;Red;3.8;770;5.6;Portugal;Alentejo
Lavradores de Feitoria;2019;16384;Douro Tinto 2019;Red;3.8;180;5.49;Portugal;Douro
Quinta dos Roques;2019;1143205;Quinta do Correio Dão Tinto 2019;Red;3.8;51;10.0;Portugal;Dão
Graça 28;2019;7978425;Reserva 2019;Red;3.8;1200;9.5;Portugal;Douro
Teoria;2019;5672217;Reserva Tinto 2019;Red;3.8;134;4.8;Portugal;Douro
Montes Ermos;2019;1265478;Reserva Tinto 2019;Red;3.8;271;5.95;Portugal;Douro
Encosta do Sobral;2019;1426070;Selection Tinto 2019;Red;3.8;128;5.71;Portugal;Tejo
Pontual;2019;1268175;Syrah 2019;Red;3.8;131;7.8;Portugal;Alentejo
Monte da Raposinha;2019;1262662;Tinto 2019;Red;3.8;401;6.5;Portugal;Alentejo
Marquês de Borba;2019;1171568;Tinto 2019;Red;3.8;486;11.76;Portugal;Alentejo
Quinta dos Termos;2019;1189511;Tinto 2019;Red;3.8;193;4.5;Portugal;Beiras
Casa Américo;2019;6021428;Tinto 2019;Red;3.8;74;5.15;Portugal;Dão
Fonte do Ouro;2019;2030089;Tinto 2019;Red;3.8;243;5.5;Portugal;Dão
Rola;2019;3800268;Tinto 2019;Red;3.8;1008;15.95;Portugal;Douro
CARM;2019;1257837;Vinha da Urze Tinto 2019;Red;3.8;257;4.8;Portugal;Douro
Herdade do Rocim;2019;1180029;Alentejano Tinto 2019;Red;3.9;1704;9.11;Portugal;Alentejo
Mouchão;2019;76440;Alentejo Dom Rafael Tinto 2019;Red;3.9;212;9.35;Portugal;Alentejo
Herdade de São Miguel;2019;1766011;Alicante Bouschet 2019;Red;3.9;152;11.59;Portugal;Alentejo
Quinta & Casa Das Hortas;2019;1771072;Cabeça de Gaio Reserva 2019;Red;3.9;138;8.0;Portugal;Douro
Herdade de São Miguel;2019;2050841;Colheita Seleccionada Tinto 2019;Red;3.9;3472;5.95;Portugal;Alentejo
Martha's;2019;5939870;Colheita Tinto 2019;Red;3.9;105;5.99;Portugal;Douro
Quinta do Crasto;2019;45244;Crasto Red 2019;Red;3.9;3773;5.95;Portugal;Douro
Quinta dos Carvalhais;2019;76099;Dão Colheita Tinto 2019;Red;3.9;377;7.57;Portugal;Dão
Quinta do Crasto;2019;45264;Flor de Crasto Tinto 2019;Red;3.9;2745;14.9;Portugal;Douro
Lemos;2019;7701332;Lucita 2019;Red;3.9;138;14.38;Portugal;Dão
Quinta do Penedo do Salto - Ariso;2019;2015488;Reserva 2019;Red;3.9;55;9.0;Portugal;Douro
Altano;2019;1840663;Reserva Douro 2019;Red;3.9;70;9.95;Portugal;Douro
Casa da Urra;2019;2045049;Tinto 2019;Red;3.9;69;8.95;Portugal;Alentejo
Quinta do Paral;2019;5427893;Tinto 2019;Red;3.9;110;8.95;Portugal;Alentejo
Odisseia;2019;2367061;Tinto 2019;Red;3.9;170;5.9;Portugal;Douro
Fitapreta;2019;1198370;Alentejano Tinto 2019;Red;4.0;487;10.99;Portugal;Alentejo
Duorum;2019;76409;Colheita Tinto 2019;Red;4.0;897;9.21;Portugal;Douro
Wine & Soul;2019;2657925;Douro Manoella Tinto 2019;Red;4.0;1116;11.85;Portugal;Douro
Cartuxa;2019;1493079;EA Reserva Tinto 2019;Red;4.0;614;11.95;Portugal;Alentejo
Quinta do Vale Meão;2019;5986042;Monte Meão Vinha da Cantina 2019;Red;4.0;54;32.95;Portugal;Douro
Niepoort;2019;6342192;Nat Cool 2019;Red;4.0;1189;10.9;Portugal;Bairrada
Kompassus;2019;8471042;Reserva Baga Vinhas Velhas 2019;Red;4.0;121;13.5;Portugal;Bairrada
Vicentino;2019;6388493;Syrah 2019;Red;4.0;85;9.65;Portugal;Alentejo
Somnium;2019;2969843;Tinto 2019;Red;4.0;59;19.95;Portugal;Douro
Tiago Cabaço;2019;3348910;Alicante Bouschet 2019;Red;4.1;179;11.9;Portugal;Alentejo
Quinta de Alcube;2019;2144381;Castelão 2019;Red;4.1;50;6.2;Portugal;Península de Setúbal
Aneto;2019;1149924;Colheita Tardia 2019;Dessert;4.1;58;16.5;Portugal;Douro
Casa Ermelinda Freitas;2019;1377489;Dona Ermelinda Reserva Palmela 2019;Red;4.1;1131;8.8;Portugal;Península de Setúbal
Quinta do Portal;2019;2020067;Douro Reserva Red 2019;Red;4.1;337;16.16;Portugal;Douro
Pacheca;2019;1184921;Douro Reserva Vinhas Velhas 2019;Red;4.1;549;13.95;Portugal;Douro
Agrimota;2019;11050913;Duris Reserva 2019;Red;4.1;59;15.95;Portugal;Douro
Quinta do Vale Meão;2019;1142314;Meandro Douro Tinto 2019;Red;4.1;2161;12.5;Portugal;Douro
Casa da Passarella;2019;2283333;O Oenólogo Vinhas Velhas 2019;Red;4.1;74;15.5;Portugal;Dão
Quinta do Frances;2019;1768258;Odelouca River Valley Tinto 2019;Red;4.1;125;16.95;Portugal;Algarve
Romana Vini;2019;6978094;Página Pinot Noir 2019;Red;4.1;80;12.89;Portugal;Lisboa
Aphros;2019;4498077;Phaunus - Palhete 2019;Red;4.1;72;22.0;Portugal;Vinho Verde
Quinta do Vesuvio;2019;1210513;Pombal do Vesuvio Douro 2019;Red;4.1;1061;14.29;Portugal;Douro
José Maria da Fonseca;2019;94430;Quinta de Camarate Branco Dolce 2019;Dessert;4.1;141;7.12;Portugal;Península de Setúbal
Pontual;2019;2138705;Reserva 2019;Red;4.1;185;9.65;Portugal;Alentejo
Quinta Dona Leonor;2019;1241307;Reserva 2019;Red;4.1;54;14.95;Portugal;Douro
Quinta dos Termos;2019;1956157;Reserva do Patrão Tinto 2019;Red;4.1;241;10.3;Portugal;Beiras
Quinta Dos Castelares;2019;4430212;Reserva Douro 2019;Red;4.1;148;13.5;Portugal;Douro
Ataide Semedo;2019;8938809;Reserva Especial 2019;Red;4.1;59;10.4;Portugal;Bairrada
Herdade do Rocim;2019;2865433;Reserva Tinto 2019;Red;4.1;104;13.5;Portugal;Alentejo
Susana Esteban;2019;5772769;Sem Vergonha 2019;Red;4.1;85;23.9;Portugal;Alentejo
Beyra;2019;4154537;Superior Tinto 2019;Red;4.1;158;13.29;Portugal;Beiras
Quinta de Foz de Arouce;2019;1248279;Tinto 2019;Red;4.1;60;16.22;Portugal;Beiras
Fitapreta;2019;5484138;Trincadeira Preta Unoaked Tinto 2019;Red;4.1;104;21.0;Portugal;Alentejo
Malhadinha Nova;2019;1226145;Alentejano Monte da Peceguina Tinto 2019;Red;4.2;1717;6.9;Portugal;Alentejo
Herdade dos Grous;2019;1126470;Alentejano Reserva Tinto 2019;Red;4.2;79;35.99;Portugal;Alentejo
Tiago Cabaço;2019;1257593;blog (Black Label) 2019;Red;4.2;117;27.6;Portugal;Alentejo
Susana Esteban;2019;1937426;Crochet 2019;Red;4.2;114;31.9;Portugal;Douro
Quinta Nova de Nossa Senhora do Carmo;2019;1274033;Douro Tinto (Colheita Unoaked) 2019;Red;4.2;2649;8.45;Portugal;Douro
Herdade dos Coteis;2019;1500042;Grande Escolha 2019;Red;4.2;59;21.7;Portugal;Alentejo
100 Hectares;2019;3798373;Grande Reserva 2019;Red;4.2;101;16.17;Portugal;Douro
Lavradores de Feitoria;2019;16392;Meruge Tinto 2019;Red;4.2;81;21.8;Portugal;Douro
Herdade do Rocim;2019;1180051;Olho de Mocho Reserva Tinto 2019;Red;4.2;94;22.75;Portugal;Alentejo
Prats & Symington (P+S);2019;1290538;Post Scriptum (de Chryseia) Douro 2019;Red;4.2;1979;14.5;Portugal;Douro
Herdade dos Coteis;2019;1492435;Reserva 2019;Red;4.2;405;10.95;Portugal;Alentejo
Maçanita;2019;7656095;Reserva 2019;Red;4.2;248;18.0;Portugal;Douro
Folha do Meio;2019;1293373;Reserva Tinto 2019;Red;4.2;85;29.95;Portugal;Alentejo
Couquinho;2019;2011257;Reserva Tinto 2019;Red;4.2;127;29.73;Portugal;Douro
Valle Pradinhos;2019;4009800;Reserva Tinto 2019;Red;4.2;1104;12.4;Portugal;Trás-os-Montes
100 Hectares;2019;5834258;Sousão 2019;Red;4.2;309;17.5;Portugal;Douro
Quinta do Noval;2019;1302544;Touriga Nacional Douro 2019;Red;4.2;147;31.44;Portugal;Douro
Quinta da Romaneira;2019;10695271;Tres Parcelas Touriga Nacional Douro 2019;Red;4.2;74;36.0;Portugal;Douro
Monte da Ravasqueira;2019;1648179;Vinha das Romãs Tinto 2019;Red;4.2;1018;14.44;Portugal;Alentejo
Herdade dos Grous;2019;1126475;Alentejano Moon Harvested 2019;Red;4.3;576;24.45;Portugal;Alentejo
Quinta da Fonte Souto;2019;10572175;Alfrocheiro 2019;Red;4.3;76;18.5;Portugal;Alentejo
Arrepiado Velho;2019;2156915;Arrepiado Tradição Tinto 2019;Red;4.3;107;28.0;Portugal;Alentejo
Wine & Soul;2019;1198913;Douro Pintas Character Tinto 2019;Red;4.3;784;25.49;Portugal;Douro
Quinta Nova de Nossa Senhora do Carmo;2019;1166949;Douro Reserva 2019;Red;4.3;200;35.59;Portugal;Douro
Quanta Terra;2019;1243856;Grande Reserva Red 2019;Red;4.3;140;19.37;Portugal;Douro
Vale de Vila;2019;7686582;Grande Reserva Tinto 2019;Red;4.3;235;15.2;Portugal;Douro
Ramos Pinto;2019;1308697;Reserva Duas Quintas Tinto 2019;Red;4.3;134;32.49;Portugal;Douro
Herdade da Maroteira;2019;1517887;Senhor Doutor Reserva Touriga Nacional 2019;Red;4.3;340;16.1;Portugal;Alentejo
Quinta do Zambujeiro;2019;14848;Terra do Zambujeiro 2019;Red;4.3;95;29.0;Portugal;Alentejo
Quinta do Crasto;2019;1291873;Reserva Vinhas Velhas 2019;Red;4.4;1101;16.7;Portugal;Douro
Brites Aguiar;2019;1213617;Tinto 2019;Red;4.4;129;30.06;Portugal;Douro
Herdade do Sobroso;2019;5907829;Arché 2019;Red;4.5;99;64.5;Portugal;Alentejo
Secret Spot;2019;16153;Late Harvest Petit Manseng 2019;Dessert;4.5;79;27.07;Portugal;Douro
Raul A. Riba d'Ave;2019;5995525;Reserva 2019;Red;4.5;319;22.95;Portugal;Douro
Cartuxa;2019;76429;Scala Coeli Tinto 2019;Red;4.5;60;89.85;Portugal;Alentejo
Quinta Vale D. Maria;2019;1950164;Vinha do Rio Douro Tinto 2019;Red;4.5;56;116.1;Portugal;Douro
Quinta do Paral;2019;7335944;Vinhas Velhas Tinto 2019;Red;4.5;152;30.0;Portugal;Alentejo
Alves de Sousa;2019;1243980;Abandonado 2019;Red;4.7;208;83.25;Portugal;Douro
Quinta do Vale Meão;2019;1142315;Douro 2019;Red;4.7;250;114.45;Portugal;Douro
AR - Adega de Redondo;2020;1301087;Porta Da Ravessa Alentejo  Tinto 2020;Red;3.4;570;2.25;Portugal;Alentejo
Grão Vasco;2020;76031;Dão Tinto 2020;Red;3.6;1048;3.6;Portugal;Dão
Arrojo;2020;3077883;Tinto 2020;Red;3.6;73;4.7;Portugal;Douro
Luis Pato;2020;1510608;Baga - Touriga Nacional 2020;Red;3.7;288;7.5;Portugal;Beiras
UDACA;2020;1192305;Dom Divino Tinto 2020;Red;3.7;146;3.49;Portugal;Dão
Vicentino;2020;9860894;Naked Pinot Noir 2020;Red;3.7;104;11.5;Portugal;Alentejo
José Maria da Fonseca;2020;1635822;Periquita Tinto (Original) 2020;Red;3.7;1631;3.99;Portugal;Península de Setúbal
José Maria da Fonseca;2020;3118882;Ripanço Private Selection Alentejano 2020;Red;3.7;50;11.5247508090309;Portugal;Alentejo
Herdade dos Coteis;2020;1229226;Tinto 2020;Red;3.7;354;4.95;Portugal;Alentejo
Herdade do Cebolal;2020;2322290;Tinto 2020;Red;3.7;58;10.8;Portugal;Península de Setúbal
CARM;2020;1257837;Vinha da Urze Tinto 2020;Red;3.7;109;5.0;Portugal;Douro
Esporão;2020;1493141;Assobio Douro 2020;Red;3.8;826;6.15;Portugal;Douro
Adega Cooperativa de Vidigueira;2020;1902185;Ato III A Saudade Tinto 2020;Red;3.8;418;8.3;Portugal;Alentejo
Quinta do Carmo;2020;90059;Dom Martinho Tinto 2020;Red;3.8;159;6.59;Portugal;Alentejo
Muxagat;2020;1242691;Douro Tinta Barroca 2020;Red;3.8;65;12.88;Portugal;Douro
Quinta do Romeu;2020;1575752;Moinho do Gato Tinto 2020;Red;3.8;96;8.5;Portugal;Douro
Herdade do Peso;2020;4524934;Sossego Alentejano Tinto 2020;Red;3.8;1055;5.1;Portugal;Alentejo
Herdade do Freixo;2020;6461547;Terroir Tinto 2020;Red;3.8;68;6.7;Portugal;Alentejo
Fonte do Ouro;2020;2030089;Tinto 2020;Red;3.8;88;5.75;Portugal;Dão
Opta;2020;1966201;Tinto 2020;Red;3.8;92;5.95;Portugal;Dão
Reserva dos Amigos;2020;1620649;Tinto 2020;Red;3.8;271;4.0;Portugal;Lisboa
Quinta da Alorna;2020;2501207;Touriga Nacional 2020;Red;3.8;150;5.93;Portugal;Tejo
Reynolds Wine Growers;2020;1265556;Carlos Reynolds 2020;Red;3.9;159;8.6;Portugal;Alentejo
Esporão;2020;5608859;Colheita Tinto 2020;Red;3.9;549;9.7;Portugal;Alentejo
Monte da Ravasqueira;2020;9823297;Encantado Tinto 2020;Red;3.9;1191;7.6;Portugal;Alentejo
Quinta das Tecedeiras;2020;1163127;Flor das Tecedeiras 2020;Red;3.9;81;7.49;Portugal;Douro
M.O.B;2020;5019599;Lote 3 Tinto 2020;Red;3.9;167;9.8;Portugal;Dão
Cabrita;2020;5016900;Native Grapes Negra Mole 2020;Red;3.9;61;10.5;Portugal;Algarve
Reguengos;2020;75606;Reserva Tinto 2020;Red;3.9;962;4.88;Portugal;Alentejo
Altano;2020;9665514;Rewilding Edition 2020;Red;3.9;475;5.85;Portugal;Douro
Fitapreta;2020;1198370;Alentejano Tinto 2020;Red;4.0;98;9.82;Portugal;Alentejo
Herdade do Rocim;2020;3265529;Alicante Bouschet 2020;Red;4.0;161;11.5;Portugal;Alentejo
Brites Aguiar;2020;2327107;Bafarela Reserva 2020;Red;4.0;702;6.9;Portugal;Douro
Pacheca;2020;2188922;Douro Superior Tinto 2020;Red;4.0;2005;9.79;Portugal;Douro
Herdade do Rocim;2020;7704142;Indígena 2020;Red;4.0;152;11.75;Portugal;Alentejo
Casa Ferreirinha;2020;1650763;Papa Figos Douro 2020;Red;4.0;4807;6.65;Portugal;Douro
Castello d'Alba;2020;2014583;Reserva 2020;Red;4.0;641;6.62;Portugal;Douro
Adega Herdade das Aldeias de Juromenha;2020;1959325;Reserva Syrah 2020;Red;4.0;51;10.95;Portugal;Alentejo
Vicente Faria Vinhos;2020;10212052;Terraços da Encosta Tinto 2020;Red;4.0;53;9.95;Portugal;Douro
Taboadella;2020;8519231;Villae Tinto 2020;Red;4.0;494;8.93;Portugal;Dão
Luis Seabra;2020;4295188;Xisto Ilimitado 2020;Red;4.0;652;13.5;Portugal;Douro
Herdade dos Grous;2020;1126473;Alentejano Tinto 2020;Red;4.1;825;10.45;Portugal;Alentejo
Casa Ermelinda Freitas;2020;1199469;Cabernet Sauvignon Reserva 2020;Red;4.1;56;13.95;Portugal;Península de Setúbal
Pacheca;2020;1262432;Douro Reserva 2020;Red;4.1;231;20.0;Portugal;Douro
CARM;2020;1151644;Douro Tinto 2020;Red;4.1;851;7.75;Portugal;Douro
Herdade de São Miguel;2020;1924186;Escolha dos Enólogos 2020;Red;4.1;259;10.22;Portugal;Alentejo
Quinta do Vale Meão;2020;1142314;Meandro Douro Tinto 2020;Red;4.1;811;11.6;Portugal;Douro
Quinta do Vesuvio;2020;1210513;Pombal do Vesuvio Douro 2020;Red;4.1;143;14.4;Portugal;Douro
Conde de Vimioso;2020;1245610;Reserva Tinto 2020;Red;4.1;129;13.09;Portugal;Tejo
Casa Ermelinda Freitas;2020;1199466;Syrah Reserva 2020;Red;4.1;689;8.8;Portugal;Península de Setúbal
Monte da Ravasqueira;2020;1648179;Vinha das Romãs Tinto 2020;Red;4.1;285;14.0;Portugal;Alentejo
Casa Ferreirinha;2020;75982;Vinha Grande Douro 2020;Red;4.1;482;9.85;Portugal;Douro
Fitapreta;2020;8138505;Vinhas Velhas Chão dos Eremitas Tinta Carvalha 2020;Red;4.1;81;35.0;Portugal;Alentejo
Malhadinha Nova;2020;1226145;Alentejano Monte da Peceguina Tinto 2020;Red;4.2;1409;6.9;Portugal;Alentejo
Quinta do Crasto;2020;10109960;Altitude 430 2020;Red;4.2;249;17.95;Portugal;Douro
Quinta do Crasto;2020;4656426;Crasto Superior Syrah 2020;Red;4.2;85;22.65;Portugal;Douro
Casa Ermelinda Freitas;2020;1377489;Dona Ermelinda Reserva Palmela 2020;Red;4.2;810;6.28;Portugal;Península de Setúbal
Wine & Soul;2020;1198913;Douro Pintas Character Tinto 2020;Red;4.2;221;24.41;Portugal;Douro
Ramos Pinto;2020;13305;Duas Quintas Tinto 2020;Red;4.2;815;12.25;Portugal;Douro
Quinta Nova de Nossa Senhora do Carmo;2020;5842854;Reserva Terroir Blend 2020;Red;4.2;522;15.4;Portugal;Douro
Cortes do Tua;2020;5579352;Reserva Tinto 2020;Red;4.2;93;11.5;Portugal;Douro
Herdade dos Grous;2020;1197391;23 Barricas Touriga Nacional - Syrah Alentejano 2020;Red;4.3;359;25.0;Portugal;Alentejo
Herdade dos Grous;2020;1126475;Alentejano Moon Harvested 2020;Red;4.3;394;26.31;Portugal;Alentejo
Quinta Nova de Nossa Senhora do Carmo;2020;1166949;Douro Reserva 2020;Red;4.3;248;14.63;Portugal;Douro
Pacheca;2020;1184921;Douro Reserva Vinhas Velhas 2020;Red;4.3;601;25.0;Portugal;Douro
Costa Boal Family Estates;2020;2823481;Flor do Tua Superior 17 2020;Red;4.3;77;19.26;Portugal;Douro
Pessegueiro;2020;10098027;Reserva Tinto 2020;Red;4.3;95;14.95;Portugal;Douro
